tanggal_gabungan,product,kategori,batch,umur,region,kategori_kesibukan,kategori_pekerjaan,combined,motivation_cloud,channel_clean
2024-06-19,Business Intelligence,CAJC,11.0,44.0,outside_java,Pekerja,Private Employee,"Pastinya pengen belajar dari awal untuk mengetahui bagaimana business intelligence, apa yang diperlukan dan pengen tahu juga ujung-ujungnya ke data science, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang pekerjaan Kurikulum, website, terstruktur dan waktu (di weekend)",pasti ken ajar business intelligence ken ujung ujung data science tuju utama kembang skill tunjang kerja kurikulum website struktur weekend,instagram
2024-06-20,Business Intelligence,CAJC,11.0,32.0,outside_java,Job seeker,Job Seeker / Unemployed,"Sebelumnya mungkin pernah bekerja di XL dan merasa nyaman dengan bidang data dan memberikan insigh bagi perusahaan dan orangnya cukup pengen tahu trend dan sedikit marketing cukup tertarik ke arah itu makanya pengen belajar lebih dalam lagi di business intelligence dan pengen bekerja di bidang ini juga, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Harga affordable, mentor berpengalaman dan job connector",xl nyaman bidang data insigh usaha orang ken trend marketing tarik arah ken ajar business intelligence ken bidang tuju utama kembang skill tunjang career harga affordable mentor alam job connector,instagram
2024-06-20,Data Science,JCJC+,27.0,25.0,outside_java,Ibu Rumah Tangga,Private Employee,"Kalau untuk tujuannya pengen dapat opportunity lebih baik dari sekarang dan kenapa data science karena peluangnya cukup luas dan kedepannya pengen bekerja di bidang ini dan menarik banget bisa punya insigh dari data yang diolah, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Testimoni, job connector dan internship",tuju ken opportunity data science peluang luas depan ken bidang tarik banget insigh data olah tuju utama tambah skill tunjang career testimoni job connector internship,instagram
2024-06-20,Human Resource,CAJC,1.0,32.0,jabodetabek,Pekerja,Private Employee,"Ingin switching ke HR karena merasa dunianya tidak dipekerjaan tersebut dan pengennya sesuai dengan jurusan dan memang tertarik dengan dunia personalia, serta jadi harapan untuk mendapatkan pekerjaan di bidang ini walaupun ngga terlalu berharap banget karena usia juga tapi setidaknya rasa penasarannya sudah terbayarkan dan kalau dapat kesempatan kenapa engga, sehingga tujuannya utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Testimoni teman, silabus, kurikulum dan job connector",switching hr dunia kerja ken sesuai jurus tarik dunia personalia harap kerja bidang ngga harap banget usia penasaran bayar sempat engga tuju utama kembang skill tunjang career testimoni teman silabus kurikulum job connector,referral
2024-06-20,Web Development (FE),JCJC+,19.0,23.0,jabodetabek,Mahasiswa,Student,"Sebelumnya tertarik belajar ini karena selain ingin punya kemampuannya jangan sampai punya gelarnya aja tapi skill nya gapunya dan baru kemarin belajar cukup seru dan menjanjikan juga untuk pekerjaan nantinya gitu, sehingga untuk tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya Yakin dan percaya dengan Dibimbing",tarik ajar mampu gelar aja skill nya gapunya kemarin ajar seru janji kerja gitu tuju utama kembang skill tunjang career depan percaya bimbing,instagram
2024-06-20,Human Resource,CAJC,1.0,20.0,outside_java,Pekerja,Student,"Kenapa tertarik di HR karena ketika belajar tentang lingkup psikologi organisasi atau PIO merasa lebih relate dengan kehidupan dan ngga sesederhana  itu ketika mempelajari psikologi klinis yang langsung kesehatan mental atau semacamnya dan di lingkup organisasi atau perusahaan ada ketertarikan-ketertarikan dengan isu-isunya lalu pengen tahu gimana cara menyelaraskan intervensi yang udah di lingkup klinis dialihkan ke lingkup PIO, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang pendidikan dan career Silabus, kurikulum, website dan pelayanan",tarik hr ajar lingkup psikologi organisasi pio relate hidup ngga sederhana ajar psikologi klinis langsung sehat mental macam lingkup organisasi usaha tari tari isu isu ken gimana selaras intervensi udah lingkup klinis alih lingkup pio tuju utama kembang skill tunjang didik career silabus kurikulum website layan,instagram
2024-06-20,Digital Marketing,JCJC+,25.0,25.0,outside_java,Mahasiswa,Student,"Kenapa pengen ikut digital marketing awalnya bingung mau ikut UI UX atau Digital Marketing lalu setelah dipikir untuk S2 ini ngambil fokus di marketing jadi liner dan untuk tujuannya karena abis lulus bingung dan tertarik dengan kerja remote, sehingga tujuan utamanya selain untuk menambah skill untuk menunjang career di digital marketing Testimoni dan harga affordable",ken digital marketing bingung ui ux digital marketing pikir s ngambil fokus marketing liner tuju abis lulus bingung tarik kerja remote tuju utama tambah skill tunjang career digital marketing testimoni harga affordable,referral
2024-06-21,Human Resource,CAJC,1.0,27.0,jabodetabek,Pekerja,Private Employee,"Sebenernya kenapa tertarik di bidang HR melihat bagaimana prospek kerja dan sekian lama perusahaan semakin cangih dan HR tidak bisa digantikan robot karena HR mempelajari bagaimana cara mengembangkan potensi orang di perusahaan selain itu tertarik ikut bootcamp berharap dapat ilmu untuk diterapkan dan nantinya bisa dibantu mencari kerja soalnya  semakin sulit dan dengan bantuan Dibimbing bisa cepat dapat pekerjaan dan bisa menerapkan ilmu yang didapat selama bootcamp, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang HR Mentor profesional dan job connector",sebenernya tarik bidang hr prospek kerja sekian usaha cangih hr ganti robot hr ajar kembang potensi orang usaha tarik bootcamp harap ilmu terap bantu cari kerja sulit bantu bimbing cepat kerja terap ilmu bootcamp tuju utama tambah skill tunjang career depan bidang hr mentor profesional job connector,instagram
2024-06-21,Data Engineering,CAJC,6.0,26.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Kalau tertarik data engineering karena melihat di beberapa job dan kebanyakan data analyst dan data science dan melihat di deskripsi mereka belum menguasai tools di data engineering dan dari situ ingin mempelajari ini aja dulu terus ujung-ujungnya belajarnya ngga terstruktur karena belajar mandiri akhirnya memutuskan mencari bootcamp, sehingga tujuan utamanya selain untuk menambah skil baru untuk menunjang career kedepannya Program dan testimoni",tarik data engineering job banyak data analyst data science deskripsi kuasa tools data engineering situ ajar aja ujung ujung ajar ngga struktur ajar mandiri putus cari bootcamp tuju utama tambah skil tunjang career depan program testimoni,referral
2024-06-21,Business Intelligence,CAJC,11.0,44.0,outside_java,Pekerja,Private Employee,"Tertarik sekarang kebetulan kondisi pekerjaan saat ini tidak terlepas dengan BI untuk ikut performance alat datanya terconnect dan modelnya di tampilkan di dasboard walaupun ada divisi untuk menangani IT tapi sebagai supervisior merasa kosong betul terkait mengolah dan mengambil data dan tujuannya paling tidak tahu cara mengolah data tambang, mengambil dan verifikasi sampai proses muncul dasboard seperti apa, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang pekerjaan sekarang Proses pembelajarannya, testimoni, kurikulum dan sesuai kebutuhan",tarik kondisi kerja lepas bi performance alat data terconnect model tampil dasboard divisi tangan it supervisior kosong kait olah ambil data tuju olah data tambang ambil verifikasi proses muncul dasboard tuju utama kembang skill tunjang kerja proses ajar testimoni kurikulum sesuai butuh,google
2024-06-21,English,CAJC,1.0,51.0,jabodetabek,Pekerja,Private Employee,"Karena profesinya banyak bersentuhan dengan partner atau pihak luar negeri (US, India) juga dan di kantor ada beberapa expert yang berbicara english for everyday dan kenapa memerlukan ini karena selama ini belajar sendiri aja otodidak jadi tidak tahu sudah tepat atau belum seperti yang simpel-simpel aja seperti mengirim email jadi tidak tahu bener atau salah jadi ingin sifatnya betul-betul sesuai profesionalitas yang sesungguhnya, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang pekerjaan Sistem pembelajarannya, mentor, kualitas dan pelayanan",profesi sentuh partner negeri us india kantor expert bicara english for everyday ajar aja otodidak simpel simpel aja kirim email bener salah sifat sesuai profesionalitas sungguh tuju utama kembang skill tunjang kerja sistem ajar mentor kualitas layan,referral
2024-06-21,Data Science,JCJC+,27.0,24.0,outside_java,Pekerja,Private Employee,"Mengapa memilih data science karena memang dari dulu lebih suka angka dan logika dan masuk IT itu karena suka mengolah data daripada fullstack coding dan otaknya lebih cepet nangkap di bidang data, sehingga tujuan utamanya selain mengembangkan skill sebelumnya untuk menunjang career di data science Harga affordable, benefit, kurikulum, review dan job connector",pilih data science suka angka logika masuk it suka olah data fullstack coding otak cepet nangkap bidang data tuju utama kembang skill tunjang career data science harga affordable benefit kurikulum review job connector,google
2024-06-24,Business Intelligence,CAJC,12.0,29.0,outside_java,Pekerja,Government Employee,"Kenapa mengikuti pelathan business intelligence karena jurusannya dengan pekerjaan saat ini tidak linier dan merasa tidak punya background di keuangan atau di pekerjaan yang sekarang jadi dia mau upgrade dirinya, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career dan pekerjaannya Kurikulum, pelayanan dan sistem pembelajarannya",ikut pelathan business intelligence jurus kerja linier background uang kerja upgrade tuju utama tambah skill tunjang career kerja kurikulum layan sistem ajar,instagram
2024-06-24,Business Intelligence,CAJC,13.0,22.0,jabodetabek,Mahasiswa,Student,"Untuk alasan kenapa tertarik di bidang business intelligence karena pas ikut bootcamp di Revou merasa match dan cocok gitu serta suka dengan datanya seperti buat dasboard gitu lalu tertarik dengan fitur job dari data analyst dan business intelligence dan ingin switch career kesana, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Testimoni, hiring partner, sistem pembelajaran dan job coonector",alas tarik bidang business intelligence pas bootcamp revou match cocok gitu suka data dasboard gitu tarik fitur job data analyst business intelligence switch career kesana tuju utama kembang skill tunjang career testimoni hiring partner sistem ajar job coonector,instagram
2024-06-24,Web Development (FE),JCJC+,19.0,27.0,outside_java,Pekerja,Private Employee,"Sebetulnya sudah lama mau switch career karena dari perusahaan sekarang ngga ada jenjang career yang kedua pekerjaan dengan perkuliahan tidak sinkron dan ingin switch career tapi terkendala dari apa yang dipelajari stag disitu saja karena ngga ada tempat bertanyanya jadi butuh mentor untuk sharing, konsultasi dan yang membimbing, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career di web development (switch career) Pelayanan, kurikulum, harga affordable dan job connector",switch career usaha ngga jenjang career kerja kuliah sinkron switch career kendala ajar stag situ ngga tanya butuh mentor sharing konsultasi bimbing tuju utama kembang skill tunjang career web development switch career layan kurikulum harga affordable job connector,instagram
2024-06-24,Web Development (FE),JCJC+,19.0,25.0,jabodetabek,Pekerja,Private Employee,"Memang dari keseharian materi kuliah terbilang ada dan ketika kerja memang dalam implementasi kesehariannya untuk coding kurang dan sebenernya ingin lebih memfokuskan career di FE dan keseharian terakhir bassicnya hanya HTML dan ketika ada program ini berharap bisa upgrade skill nya dan skill terupdate yang dibutuhkan lowongan kerja saat ini, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Job connector",hari materi kuliah bilang kerja implementasi hari coding sebenernya fokus career fe hari bassicnya html program harap upgrade skill nya skill terupdate butuh lowong kerja tuju utama kembang skill tunjang career job connector,instagram
2024-06-24,AI Machine Learning,CAJC,4.0,22.0,outside_java,Fresh Graduate,Job Seeker / Unemployed,"Yang pastinya tertarik di machine learning karena program paiton jadi di teknik komputer mempelajari di Si dan di SI agak kurang lalu di paiton tertarik lalu dibawa kakak tingkat mempelajari machine learning dan menggunakan paiton lalu lebih tertarik ketika mengikuti DSF Dibimbing karena mentornya membuat orang yang mengikuti aktif walaupun hanya mengikuti 1 rangkaian karena ada kendala mati lampu, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Mentor dan sistem pembelajaran",pasti tarik machine learning program paiton teknik komputer ajar si si paiton tarik bawa kakak tingkat ajar machine learning paiton tarik ikut dsf bimbing mentor orang ikut aktif ikut rangkai kendala mati lampu tuju utama kembang skill tunjang career mentor sistem ajar,referral
2024-06-24,Digital Marketing,JCJC+,26.0,23.0,jabodetabek,Pekerja,Private Employee,"Sebenarnya sekarang udah ranah digital apalagi dunia marketing udah banyak yang digital dan online dan mau bantu usaha keluarganya ke arah sana dan pengen di posisi digital marketing di perusahaan keluarganya dan dia melihat Dibimbing okee jadi tertarik ikut bootcamp, sehingga tujuan utamanya selain mengembangkan skill sebelumnya untuk menunjang pekerjaan dan perusahaan keluarganya Program digital marketing udah sesi 26 dan testimoni",udah ranah digital dunia marketing udah digital online bantu usaha keluarga arah ken posisi digital marketing usaha keluarga bimbing okee tarik bootcamp tuju utama kembang skill tunjang kerja usaha keluarga program digital marketing udah sesi testimoni,instagram
